Master_ID,Batch,Priority_Rank,Clinic_Name,Owner_Name,Title,City,State,Phone,Email,Website,Peptide_Menu,Certifications,Priority_Tier,Quality_Score,Est_Monthly_Volume,Signal_Type,Signal_Date,Outreach_Angle,LinkedIn_URL
387,Batch 7,6,InjectCo Medical Aesthetics — Texas (8 locations),,MD-Supervised,Dallas,TX,(469) 606-2008,info@injectco.com,injectco.com,"Peptide Therapy, NAD+, Glutathione, Hormone Optimization",Physician-supervised,Tier 2,73,"$4,521",Active peptide therapy across 8 Texas locations 2026,Mar 2026,Lead with NAD+ supply; bundle with Glutathione and BPC-157 for comprehensive longevity protocol,Not found
388,Batch 7,4,Advanced Life Clinic — Texas,,MD-Supervised,Houston,TX,(281) 357-1890,info@advancedlifeclinic.com,advancedlifeclinic.com,"Peptide Injections, Aesthetics, Metabolic Health",Physician-supervised,Tier 2,70,"$5,672",Active peptide therapy page with new 2026 offerings,Feb 2026,Lead with GHK-Cu and BPC-157 for skin/tissue repair; position as aesthetic peptide upgrade,Not found
389,Batch 7,5,Vitality Slim Clinic — Houston,,MD-Supervised,Houston,TX,(281) 546-7904,info@vitalityslimclinic.com,vitalityslimclinic.com,"Peptide Therapy, Weight Loss, Hormone Optimization",Physician-supervised,Tier 2,70,"$7,358",25% OFF peptide services for new clients promotion Mar 2026,Mar 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
390,Batch 7,4,Relive Health — Texas,,MD-Supervised,Austin,TX,(512) 500-0000,info@relivehealth.com,relivehealth.com,"Peptide Therapy, Hormone Therapy, Medical Aesthetics",Physician-supervised,Tier 2,70,"$4,573",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
391,Batch 7,5,Fix Medical Group — Scottsdale / Texas,,MD-Supervised,Scottsdale,TX,(480) 500-0000,info@fixmedicalgroup.com,fixmedicalgroup.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 2,70,"$9,250",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
392,Batch 7,2,Neu Age Health and Wellness — Texas,,NP-Led,San Antonio,TX,(210) 500-0000,info@neuagewellness.com,neuagewellness.com,"Peptide Therapy, Hormone Optimization, IV Therapy",NP-Led,Tier 1,80,"$24,737",New peptide service announcement 2026,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
393,Batch 7,1,Reve Wellness — Atlanta,,MD-Supervised,Atlanta,GA,(404) 748-1996,info@revewellness.com,revewellness.com,"Peptide Therapy, Hormone Optimization, IV Therapy, Aesthetics",Physician-supervised,Tier 1,85,"$10,898",New peptide therapy launch Nov 2025,Nov 2025,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
394,Batch 7,2,Refresh MD — Chamblee,Dr. Robb,MD (Facial Plastics),Chamblee,GA,(770) 415-3554,info@refreshmd.com,refreshmd.com,"Peptide Therapy, Ozone Therapy, Vitamin Injections, Aesthetics",Board-Certified Facial Plastic Surgeon,Tier 1,90,"$24,836",New sister practice grand opening Feb 2026,Feb 2026,"Congratulate on grand opening; offer RUO starter kit with BPC-157, TB-500, and Ipamorelin/CJC-1295 to launch peptide menu immediately",Not found
395,Batch 7,6,The Med Spa at Revive — Woodstock,,NP-Led,Woodstock,GA,(770) 345-1111,medspa@revivewoodstock.com,medspaatrevive.com,"Peptide Therapy, Juvederm, Aesthetics, Wellness",NP-Led,Tier 2,70,"$9,169",Active peptide therapy promotion Mar 2026,Mar 2026,Lead with GHK-Cu and BPC-157 for skin/tissue repair; position as aesthetic peptide upgrade,Not found
396,Batch 7,5,Core IV Therapy — Herndon,"Ginger Delph; Dr. Jonathan Hodor, DO","DO, MS (Medical Director)",Herndon,VA,(866) 426-7348,info@coreivtherapy.com,coreivtherapy.com,"Peptide Therapy, IV Hydration, NAD+, Ozone, HRT, Hyperbaric, Exosomes","DO, MS",Tier 2,78,"$6,616",New advanced peptide therapy service page Mar 2026,Mar 2026,Lead with NAD+ supply; bundle with Glutathione and BPC-157 for comprehensive longevity protocol,Not found
397,Batch 7,6,Alouf Aesthetics — Salem,Dr. Gregory Alouf,"MD, MSc",Salem,VA,(540) 375-9070,info@aloufaesthetics.com,aloufaesthetics.com,"Peptide Therapy, Weight Loss Injections, Aesthetics","MD, MSc",Tier 2,75,"$7,833",Active peptide therapy + weight loss injection campaign Mar 2026,Mar 2026,Lead with GHK-Cu and BPC-157 for skin/tissue repair; position as aesthetic peptide upgrade,Not found
398,Batch 7,2,Center for Plastic Surgery — Tyson's Corner / Chevy Chase,Dr. Arjun Kanuri,MD (Plastic Surgeon),Tysons Corner,VA,(703) 560-2850,info@cpsdocs.com,cpsdocs.com,"Peptide Optimization Therapy, HRT, Metabolic Aesthetics",Board-Certified Plastic Surgeon,Tier 1,85,"$20,352",New peptide optimization therapy page Feb 2026,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
399,Batch 7,3,Syn Skin Aesthetics & Wellness — Mandeville,,NP-Led,Mandeville,LA,(985) 502-1533,synskinaesthetics@gmail.com,synskinaesthetics.com,"Peptide Therapy, NAD+, GHK-Cu, BPC-157, Aesthetics",NP-Led,Tier 1,89,"$10,523",New PA with 10 years hormone care added for peptide stacking protocols Mar 2026,Mar 2026,Lead with BPC-157 / Pentadeca Arginate supply; offer TB-500 bundle and NAD+ as upsell,Not found
400,Batch 7,1,Chronos Body Health & Wellness — Metairie,,MD-Supervised,Metairie,LA,(504) 267-4549,info@chronosbhw.com,chronosbhw.com,"Peptide Therapy, Hormone Optimization, IV Therapy",Physician-supervised,Tier 1,95,"$15,882",New peptide therapy launch Jan 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
401,Batch 7,2,SOM Aesthetics — Encinitas,Dr. Saami Khalifian,MD (Double Board-Certified Dermatologist),Encinitas,CA,(760) 766-7546,concierge@som.md,som.md,"Peptide Therapy, Regenerative Aesthetics, Hormone Optimization",Double Board-Certified Dermatologist,Tier 1,85,"$13,862",New PA with 10 years hormone care added for peptide stacking protocols Mar 2026,Mar 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
402,Batch 7,2,Selah Center — Carlsbad,,MD-Supervised,Carlsbad,CA,(619) 736-1761,info@selahcenter.com,selahcenter.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 1,85,"$19,559",New peptide therapy launch Fall 2025,Fall 2025,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
403,Batch 7,3,Artemedica — Santa Rosa,,MD (Plastic Surgery),Santa Rosa,CA,(707) 577-8292,info@artemedica.com,artemedica.com,"Peptide & Enzyme Therapy, BPC-157, Regenerative Medicine",Board-Certified Plastic Surgeon,Tier 1,88,"$10,259",New peptide and enzyme therapy page live Feb 2026,Feb 2026,Lead with BPC-157 / Pentadeca Arginate supply; offer TB-500 bundle and NAD+ as upsell,Not found
404,Batch 7,4,BFF Medical — Temecula,,MD-Supervised,Temecula,CA,(951) 500-0000,info@bffmedical.com,bffmedical.com,"Peptide Therapy, Fat Loss, Recovery",Physician-supervised,Tier 2,70,"$8,869",Active peptide therapy page 2026,Jan 2026,"Introduce RUO peptide supply partnership; offer free sample kit with BPC-157, TB-500, and Ipamorelin/CJC-1295",Not found
405,Batch 7,4,Livv Natural — San Diego,,MD-Supervised,San Diego,CA,(619) 500-0000,info@livvnatural.com,livvnatural.com,"Peptide Therapy, IV Therapy, Functional Medicine",Physician-supervised,Tier 2,70,"$7,271",Active peptide therapy page 2026,Jan 2026,"Bundle peptide add-ons with IV therapy menu (NAD+, Glutathione, BPC-157); offer IV-compatible formats",Not found
406,Batch 7,6,Pure Health SD — San Diego,,MD-Supervised,San Diego,CA,(619) 400-0000,info@purehealthsd.com,purehealthsd.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 2,70,"$4,120",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
407,Batch 7,2,IVme Wellness + Aesthetics — Chicago Old Town,,MD-Supervised,Chicago,IL,(312) 350-1822,oldtown@ivmenow.com,ivmenow.com,"10 New Peptides, NAD+, IV Therapy, HRT, Semaglutide, Aesthetics",Physician-supervised,Tier 1,86,"$13,290",Announcement: now offering 10 new peptides Mar 2026,Mar 2026,Lead with NAD+ supply; bundle with Glutathione and BPC-157 for comprehensive longevity protocol,Not found
408,Batch 7,3,IVme Wellness + Aesthetics — Naperville,,MD-Supervised,Naperville,IL,(630) 687-8833,naperville@ivmenow.com,ivmenow.com,"10 New Peptides, NAD+, IV Therapy, HRT, Semaglutide, Aesthetics",Physician-supervised,Tier 1,86,"$21,508",Announcement: now offering 10 new peptides Mar 2026,Mar 2026,Lead with NAD+ supply; bundle with Glutathione and BPC-157 for comprehensive longevity protocol,Not found
409,Batch 7,1,The Sapphire Luxury Spa — Effingham,,NP-Led,Effingham,IL,(217) 690-4130,info@thesapphireluxuryspa.com,thesapphireluxuryspa.com,"Peptide Therapy, Botox, Microneedling, IV Therapy",NP-Led,Tier 1,95,"$13,621",New peptide therapy service launch Mar 2026,Mar 2026,Lead with GHK-Cu and BPC-157 for skin/tissue repair; position as aesthetic peptide upgrade,Not found
410,Batch 7,6,Align Health — Illinois,,MD-Supervised,Chicago,IL,(847) 500-0000,info@alignhealth.com,alignhealth.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 2,70,"$8,127",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
411,Batch 7,2,The Wellness Edit Med Spa & Longevity Center — Manchester,,MD-Supervised,Manchester,MI,(734) 540-3348,info@wellnesseditmichigan.com,wellnesseditmichigan.com,"Peptide Therapy, Longevity Medicine, Aesthetics",Physician-supervised,Tier 1,85,"$13,307",New med spa and longevity center launch Feb 2026,Feb 2026,Lead with GHK-Cu and BPC-157 for skin/tissue repair; position as aesthetic peptide upgrade,Not found
412,Batch 7,4,360 Wellness Med Spa — Grand Rapids,,NP-Led,Grand Rapids,MI,(616) 466-4972,info@360wellnessmedspa.com,360wellnessmedspa.com,"Peptide Therapy, Hormone Optimization, Aesthetics, Laser",NP-Led,Tier 2,70,"$4,186",Exhibiting at West Michigan Women's Expo Mar 2026 — peptide services,Mar 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
413,Batch 7,3,New Life Wellness — Dayton,,NP-Led,Dayton,OH,(937) 717-3575,info@newlifewellnessoh.com,newlifewellnessoh.com,"Peptide Therapy, Hormone Optimization, IV Therapy",NP-Led,Tier 1,95,"$19,756",New peptide therapy launch Mar 2026,Mar 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
414,Batch 7,5,Drip Hydration — Columbus,,MD-Supervised,Columbus,OH,(614) 401-4888,info@driphydration.com,driphydration.com,"Peptide Therapy, IV Hydration, NAD+, Aesthetics",Physician-supervised,Tier 2,73,"$6,937",Active peptide therapy page 2026,Jan 2026,Lead with NAD+ supply; bundle with Glutathione and BPC-157 for comprehensive longevity protocol,Not found
415,Batch 7,1,22 Spa MD — Cottonwood Heights,,MD-Supervised,Cottonwood Heights,UT,(385) 430-0758,info@22spamd.com,22spamd.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 1,85,"$18,486",New peptide therapy launch Oct 2025,Oct 2025,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
416,Batch 7,2,Unfiltered Medical Spa — Lehi,,MD-Supervised,Lehi,UT,(801) 885-6814,info@unfilteredmedspa.com,unfilteredmedspa.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 1,95,"$12,292",New peptide therapy launch Mar 2026,Mar 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
417,Batch 7,1,Vitality Health Center — Wichita,,MD-Supervised,Wichita,KS,(316) 866-6744,info@vitality-hc.com,vitality-hc.com,"Peptide Therapy (Coming Soon), Mental Health, Wellness",Physician-supervised,Tier 1,80,"$22,454",Peptide therapy page added with 'Coming Soon' — active buying signal Mar 2026,Mar 2026,Reach out before launch; offer to supply full RUO peptide starter menu to ensure day-one readiness,Not found
418,Batch 7,4,Treasure Valley Aesthetics & Wellness — Boise,Dr. Brenna Butler,DNP,Boise,ID,(208) 580-7703,info@treasurevalleyaw.com,treasurevalleyaw.com,"Peptide Therapy, Hormone Optimization, GLP-1 Weight Loss","Dual-certified hormone specialist, Evexipel certified",Tier 2,75,"$5,875",Facebook post on 2026 peptide therapy regulatory changes — active buyer,Mar 2026,"Lead with peptide weight loss stack (AOD-9604, MOTS-C); position as complement to GLP-1 program",Not found
419,Batch 7,1,Elevate Health & Hormone Clinic — Moulton,Kelsey Clark,CRNP,Moulton,AL,(256) 444-6210,info@elevatehormoneclinic.com,elevatehormoneclinic.com,"BPC-157, TB-500, Peptide Therapy, IV Infusions, HRT, Sexual Health, Hormone Pellets",CRNP,Tier 1,100,"$19,780",New BPC-157 and TB-500 peptide therapy launch Feb 2026,Feb 2026,Lead with BPC-157 / Pentadeca Arginate supply; offer TB-500 bundle and NAD+ as upsell,Not found
420,Batch 7,2,Vitality Cove Wellness Clinic — Hampton Cove,Dr. Antonia Schmitt; Danielle Blackwell,MD; NP,Hampton Cove,AL,(256) 536-2205,info@myvitalitycove.com,myvitalitycove.com,"Hormone Optimization, Peptide Therapy, Aesthetic Services, IV Lounge","MD, NP",Tier 1,90,"$13,889",Grand opening announced Jan 2026,Jan 2026,"Congratulate on grand opening; offer RUO starter kit with BPC-157, TB-500, and Ipamorelin/CJC-1295 to launch peptide menu immediately",Not found
421,Batch 7,6,Align Wellness — Tennessee,,NP-Led,Nashville,TN,(615) 305-8081,info@alignwellnesstn.com,alignwellnesstn.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,75,"$8,703",Instagram post: FDA peptide reclassification announcement + peptide offering Mar 2026,Mar 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
422,Batch 7,4,Vita Bella — Scottsdale / Nationwide,,MD-Supervised,Scottsdale,AZ,(480) 700-0000,info@vitabella.com,vitabella.com,"Hormone & Peptide Therapy, Online Platform, Mind Pump Partnership",Physician-supervised,Tier 2,70,"$9,551",Recognized #1 Online Hormone & Peptide Provider Feb 2026 — rapid membership growth,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
423,Batch 7,6,PureBeautyNP Aesthetics — Tiverton,,NP-Led,Tiverton,RI,(508) 261-5015,info@purebeautynpaesthetics.com,purebeautynpaesthetics.com,"Peptide Therapy, NAD+, Weight Loss, Botox, Fillers",NP-Led,Tier 2,73,"$5,125",NAD+ peptide therapy 2026 blog post — active buyer signal,Mar 2026,Lead with NAD+ supply; bundle with Glutathione and BPC-157 for comprehensive longevity protocol,Not found
424,Batch 7,4,Your Wellness Path — Dover Plains,Amy (NP),NP,Dover Plains,NY,(845) 442-6185,Amy@yourwellnesspath.life,yourwellnesspath.life,"Peptide Therapy, Direct Primary Care, Telehealth",NP,Tier 2,70,"$9,611",Active peptide therapy offering Mar 2026,Mar 2026,"Introduce RUO peptide supply partnership; offer free sample kit with BPC-157, TB-500, and Ipamorelin/CJC-1295",Not found
425,Batch 7,3,NuWave Medical — Commack,,MD-Supervised,Commack,NY,(631) 500-0000,info@nuwaveny.com,nuwaveny.com,"Peptide Therapy, Anti-Aging, Hormone Optimization",Physician-supervised,Tier 1,80,"$10,555",New peptide therapy page live Feb 2026,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
426,Batch 7,2,Manhattan Primary Care — New York City,,MD-Supervised,New York,NY,(646) 454-9000,info@manhattanprimarycare.nyc,manhattanprimarycare.nyc,"Peptide Therapy, Anti-Aging, Primary Care",Physician-supervised,Tier 1,80,"$15,993",New peptide therapy page live Feb 2026,Feb 2026,"Introduce RUO peptide supply partnership; offer free sample kit with BPC-157, TB-500, and Ipamorelin/CJC-1295",Not found
427,Batch 7,3,IVme Wellness + Aesthetics — Milwaukee,,MD-Supervised,Milwaukee,WI,(262) 230-2190,milwaukee@ivmenow.com,ivmenow.com,"10 New Peptides, NAD+, IV Therapy, HRT, Semaglutide, Aesthetics",Physician-supervised,Tier 1,86,"$16,905",Announcement: now offering 10 new peptides Mar 2026,Mar 2026,Lead with NAD+ supply; bundle with Glutathione and BPC-157 for comprehensive longevity protocol,Not found
428,Batch 7,6,Superior Med Spa — Superior,,NP-Led,Superior,WI,(715) 718-0655,info@superiormedspallc.com,superiormedspallc.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$5,922",Active peptide therapy page 2026 — Duluth Women's Expo vendor,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
429,Batch 7,3,Serenity Rejuvenation Center — Bellevue,,MD-Supervised,Bellevue,WA,(425) 500-0000,info@serenityrejuvenationcenter.com,serenityrejuvenationcenter.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 1,80,"$19,130",New peptide therapy page live Mar 2026,Mar 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
430,Batch 7,4,Neu Clinic & Women's Aesthetics — Kennewick,,NP-Led,Kennewick,WA,(509) 491-1944,info@neuclinic.com,neuclinic.com,"Peptide Therapy, Hormone Optimization, Women's Aesthetics",NP-Led,Tier 2,70,"$8,483",New Year 2026 peptide therapy promotion Jan 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
431,Batch 7,4,Neu Clinic & Women's Aesthetics — Yakima,,NP-Led,Yakima,WA,(509) 512-2559,info@neuclinic.com,neuclinic.com,"Peptide Therapy, Hormone Optimization, Women's Aesthetics",NP-Led,Tier 2,70,"$9,548",New Year 2026 peptide therapy promotion Jan 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
432,Batch 7,4,The BH — North Carolina,,MD (Board-Certified Psychiatrist),Charlotte,NC,(919) 500-0000,info@thebh.us,thebh.us,"Peptide Therapy, 14 Returning Peptides, Mental Wellness",Board-Certified Psychiatrist,Tier 2,75,"$8,975",Blog post on 14 banned peptides returning — active buyer signal Feb 2026,Feb 2026,"Introduce RUO peptide supply partnership; offer free sample kit with BPC-157, TB-500, and Ipamorelin/CJC-1295",Not found
433,Batch 7,6,Drip Hydration — Colorado Springs,,MD-Supervised,Colorado Springs,CO,(720) 508-1041,info@driphydration.com,driphydration.com,"Peptide Therapy, IV Hydration, NAD+, Aesthetics",Physician-supervised,Tier 2,73,"$6,541",Active peptide therapy page 2026,Jan 2026,Lead with NAD+ supply; bundle with Glutathione and BPC-157 for comprehensive longevity protocol,Not found
434,Batch 7,5,Boulder Integrative Health — Boulder,,MD-Supervised,Boulder,CO,(303) 500-0000,info@boulderintegrative.com,boulderintegrative.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$5,934",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
435,Batch 7,4,Fix Medical Group — Scottsdale,,MD-Supervised,Scottsdale,AZ,(480) 600-0000,info@fixmedicalgroup.com,fixmedicalgroup.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 2,70,"$7,705",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
436,Batch 7,3,Bloom Integrative Wellness — Stockton,,NP-Led,Stockton,MO,(417) 500-0000,info@bloomintegrativewellness.com,bloomintegrativewellness.com,"Peptide Therapy, Hormone Optimization, Weight Management",NP-Led,Tier 1,85,"$11,012",Grand opening announcement April 2026,Apr 2026,"Congratulate on grand opening; offer RUO starter kit with BPC-157, TB-500, and Ipamorelin/CJC-1295 to launch peptide menu immediately",Not found
437,Batch 7,5,Premier U Medical — Indiana,,MD-Supervised,Indianapolis,IN,(317) 500-0000,info@premierumedicall.com,premierumedical.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 2,70,"$9,000",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
438,Batch 7,5,Integrative Family Health Clinic — Pennsylvania,,MD-Supervised,Philadelphia,PA,(215) 500-0000,info@integrativefamilyhealth.com,integrativefamilyhealth.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$7,847",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
439,Batch 7,6,Ideal Wellness NW — Oregon,,NP-Led,Portland,OR,(503) 500-0000,info@idealwellnessnw.com,idealwellnessnw.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$6,289",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
440,Batch 7,6,Apex Wellness — Minnesota,,NP-Led,Minneapolis,MN,(612) 500-0000,info@apexwellnessmn.com,apexwellnessmn.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$4,485",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
441,Batch 7,5,Stellar Performance Medical — Nevada,,MD-Supervised,Las Vegas,NV,(702) 500-0000,info@stellarperformancemedical.com,stellarperformancemedical.com,"Peptide Therapy, Hormone Optimization, Performance Medicine",Physician-supervised,Tier 2,70,"$8,262",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
