First Name,Last Name,Email,Phone Number,Job Title,Company Name,City,State/Region,Country/Region,Website URL,LinkedIn Bio URL,Lead Source,Lifecycle Stage,Lead Status,Priority Tier,Quality Score,Estimated Monthly Volume,Signal Date,Notes,Original Batch
,,info@alisonwellnessclinic.com,(615) 600-0000,NP-Led,Alison Wellness Clinic - Expansion,Nashville,TN,United States,https://alisonwellnessclinic.com,Not found,Other,Lead,New,Tier 1,85,"$12,764",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $12,764 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@aimwellnessia.com,(563) 500-0000,NP-Led,AIM Wellness - Iowa (Expansion 2),Davenport,IA,United States,https://aimwellnessia.com,Not found,Other,Lead,New,Tier 1,85,"$13,349",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, IV Therapy | Certifications: NP-Led | Est. Monthly Volume: $13,349 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@apexhealthsd.com,(605) 600-0000,NP-Led,Apex Health - South Dakota (Expansion),Rapid City,SD,United States,https://apexhealthsd.com,Not found,Other,Lead,New,Tier 1,85,"$19,964",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $19,964 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@apexhealthnd.com,(701) 600-0000,NP-Led,Apex Health - North Dakota (Expansion),Bismarck,ND,United States,https://apexhealthnd.com,Not found,Other,Lead,New,Tier 1,85,"$14,786",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $14,786 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@balancedhealthne.com,(402) 600-0000,NP-Led,Balanced Health Clinic - Nebraska (Expansion),Lincoln,NE,United States,https://balancedhealthne.com,Not found,Other,Lead,New,Tier 1,85,"$21,152",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $21,152 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@americaswellnessgroup.com,(479) 600-0000,MD-Supervised,Americas Wellness Group - Arkansas (Expansion),Fayetteville,AR,United States,https://americaswellnessgroup.com,Not found,Other,Lead,New,Tier 1,85,"$23,101",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $23,101 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@totalbodywellnessgroup.com,(228) 500-0000,NP-Led,Total Body Wellness Group - Mississippi (Expansion),Biloxi,MS,United States,https://totalbodywellnessgroup.com,Not found,Other,Lead,New,Tier 1,85,"$16,179",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, IV Therapy | Certifications: NP-Led | Est. Monthly Volume: $16,179 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@ourfunctionalwellness.com,(304) 600-0000,NP-Led,Our Functional Wellness Clinic - West Virginia (Expansion),Morgantown,WV,United States,https://ourfunctionalwellness.com,Not found,Other,Lead,New,Tier 1,85,"$16,872",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: NP-Led | Est. Monthly Volume: $16,872 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@upstreammedical.com,(803) 500-0000,MD-Supervised,Upstream Medical Care and Aesthetics - Expansion,Columbia,SC,United States,https://upstreammedical.com,Not found,Other,Lead,New,Tier 1,85,"$11,503",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Aesthetics, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $11,503 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@integrativefamilyhealth.com,(412) 500-0000,MD-Supervised,Integrative Family Health Clinic - Pennsylvania (Expansion),Pittsburgh,PA,United States,https://integrativefamilyhealth.com,Not found,Other,Lead,New,Tier 1,85,"$17,219",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $17,219 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@premierumedical.com,(260) 500-0000,MD-Supervised,Premier U Medical - Indiana (Expansion),Fort Wayne,IN,United States,https://premierumedical.com,Not found,Other,Lead,New,Tier 1,85,"$12,566",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $12,566 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@midwestmedicalweightloss.com,(314) 700-0000,MD-Supervised,Midwest Medical Weight Loss - Expansion,St. Louis,MO,United States,https://midwestmedicalweightloss.com,Not found,Other,Lead,New,Tier 1,85,"$23,140",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, GLP-1, Weight Loss, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $23,140 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@northstarintegrated.com,(651) 500-0000,MD-Supervised,Northstar Integrated Health - Expansion,St. Paul,MN,United States,https://northstarintegrated.com,Not found,Other,Lead,New,Tier 1,85,"$8,788",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Integrative Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $8,788 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@serenityrejuvenationcenter.com,(425) 600-0000,MD-Supervised,Serenity Rejuvenation Center - Kirkland,Kirkland,WA,United States,https://serenityrejuvenationcenter.com,Not found,Other,Lead,New,Tier 1,85,"$8,715",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $8,715 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@clinic5c.com,(425) 700-0000,MD-Supervised,Clinic 5C Functional Medicine - Expansion,Bellevue,WA,United States,https://clinic5c.com,Not found,Other,Lead,New,Tier 1,85,"$12,157",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $12,157 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@idealwellnessnw.com,(503) 600-0000,NP-Led,Ideal Wellness NW - Expansion,Salem,OR,United States,https://idealwellnessnw.com,Not found,Other,Lead,New,Tier 1,85,"$16,110",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $16,110 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@stellarperformancemedical.com,(702) 700-0000,MD-Supervised,Stellar Performance Medical - Expansion,Henderson,NV,United States,https://stellarperformancemedical.com,Not found,Other,Lead,New,Tier 1,85,"$11,635",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Performance Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $11,635 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@balancedbodyde.com,(302) 600-0000,NP-Led,Balanced Body Wellness - Delaware (Expansion),Dover,DE,United States,https://balancedbodyde.com,Not found,Other,Lead,New,Tier 1,85,"$10,955",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $10,955 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@puravidabodymind.com,(808) 600-0000,NP-Led,Pura Vida Body and Mind Spa - Expansion,Maui,HI,United States,https://puravidabodymind.com,Not found,Other,Lead,New,Tier 1,85,"$19,451",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Spa Services | Certifications: NP-Led | Est. Monthly Volume: $19,451 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@alignwellnessvt.com,(802) 600-0000,NP-Led,Align Wellness - Vermont (Expansion),Montpelier,VT,United States,https://alignwellnessvt.com,Not found,Other,Lead,New,Tier 1,85,"$24,314",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $24,314 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@apexhealthnh.com,(603) 600-0000,NP-Led,Apex Health - New Hampshire (Expansion),Concord,NH,United States,https://apexhealthnh.com,Not found,Other,Lead,New,Tier 1,85,"$14,513",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $14,513 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@balancedbodywellnessnj.com,(973) 500-0000,MD-Supervised,Balanced Body Wellness - New Jersey (Expansion),Newark,NJ,United States,https://balancedbodywellnessnj.com,Not found,Other,Lead,New,Tier 1,85,"$14,718",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $14,718 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@annapolisintegrativemedicine.com,(301) 600-0000,MD-Supervised,Annapolis Integrative Medicine - Expansion,Bethesda,MD,United States,https://annapolisintegrativemedicine.com,Not found,Other,Lead,New,Tier 1,85,"$19,215",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $19,215 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@bhrcenter.com,(301) 700-0000,MD-Supervised,BHR Center - Maryland (Expansion),Silver Spring,MD,United States,https://bhrcenter.com,Not found,Other,Lead,New,Tier 1,85,"$23,186",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $23,186 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@regainfunctional.com,(303) 700-0000,MD-Supervised,Regain Functional Medicine and Aesthetics - Expansion,Boulder,CO,United States,https://regainfunctional.com,Not found,Other,Lead,New,Tier 1,85,"$16,115",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $16,115 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@refinebytulsi.com,(970) 500-0000,NP-Led,Refine by Tulsi - Expansion,Fort Collins,CO,United States,https://refinebytulsi.com,Not found,Other,Lead,New,Tier 1,85,"$24,290",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $24,290 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@boulderintegrative.com,(970) 600-0000,MD-Supervised,Boulder Integrative Health - Expansion,Fort Collins,CO,United States,https://boulderintegrative.com,Not found,Other,Lead,New,Tier 1,85,"$14,010",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $14,010 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@functionalmedicineraleigh.com,(919) 700-0000,MD-Supervised,Functional Medicine Raleigh - Expansion,Durham,NC,United States,https://functionalmedicineraleigh.com,Not found,Other,Lead,New,Tier 1,85,"$9,327",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $9,327 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@thebh.us,(919) 800-0000,MD (Board-Certified Psychiatrist),The BH - North Carolina (Expansion),Raleigh,NC,United States,https://thebh.us,Not found,Other,Lead,New,Tier 1,90,"$24,983",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, 14 Returning Peptides, Mental Wellness | Certifications: Board-Certified Psychiatrist | Est. Monthly Volume: $24,983 | Batch: Batch 7 | Quality Score: 90",Batch 7
,,info@nuwaveny.com,(516) 500-0000,MD-Supervised,NuWave Medical - Expansion,Long Island,NY,United States,https://nuwaveny.com,Not found,Other,Lead,New,Tier 1,85,"$12,011",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Anti-Aging, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $12,011 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@seebeyondmedicine.com,(914) 800-0000,MD-Supervised,Seebeyond Medicine - Expansion,Westchester,NY,United States,https://seebeyondmedicine.com,Not found,Other,Lead,New,Tier 1,85,"$12,089",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $12,089 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@apexhealthny.com,(718) 500-0000,MD-Supervised,Apex Health - New York (Expansion),Brooklyn,NY,United States,https://apexhealthny.com,Not found,Other,Lead,New,Tier 1,85,"$22,532",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Functional Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $22,532 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@alignwellnessct.com,(203) 500-0000,NP-Led,Align Wellness - Connecticut (Expansion),New Haven,CT,United States,https://alignwellnessct.com,Not found,Other,Lead,New,Tier 1,85,"$23,187",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $23,187 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@purebeautynpaesthetics.com,(401) 500-0000,NP-Led,PureBeautyNP Aesthetics - Expansion,Providence,RI,United States,https://purebeautynpaesthetics.com,Not found,Other,Lead,New,Tier 1,88,"$24,195",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, NAD+, Weight Loss, Botox, Fillers | Certifications: NP-Led | Est. Monthly Volume: $24,195 | Batch: Batch 7 | Quality Score: 88",Batch 7
Jenna,Pagano,Admin@paganowellnessclinic.com,(434) 500-0000,LMFT,Pagano Wellness Clinic - Expansion,Charlottesville,VA,United States,https://paganowellnessclinic.com,Not found,Other,Lead,New,Tier 1,85,"$9,414",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Mental Wellness | Certifications: LMFT | Est. Monthly Volume: $9,414 | Batch: Batch 7 | Quality Score: 85",Batch 7
Gregory,Alouf,info@aloufaesthetics.com,(540) 500-0000,"MD, MSc",Alouf Aesthetics - Expansion,Roanoke,VA,United States,https://aloufaesthetics.com,Not found,Other,Lead,New,Tier 1,90,"$19,024",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Weight Loss Injections, Aesthetics | Certifications: MD, MSc | Est. Monthly Volume: $19,024 | Batch: Batch 7 | Quality Score: 90",Batch 7
Ginger,"Delph; Dr. Jonathan Hodor, DO",info@coreivtherapy.com,(703) 500-0000,"DO, MS",Core IV Therapy - Expansion,McLean,VA,United States,https://coreivtherapy.com,Not found,Other,Lead,New,Tier 1,93,"$9,096",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, IV Hydration, NAD+, Ozone, HRT, Hyperbaric, Exosomes | Certifications: DO, MS | Est. Monthly Volume: $9,096 | Batch: Batch 7 | Quality Score: 93",Batch 7
,,synskinaesthetics@gmail.com,(225) 500-0000,NP-Led,Syn Skin Aesthetics & Wellness - Expansion,Baton Rouge,LA,United States,https://synskinaesthetics.com,Not found,Other,Lead,New,Tier 1,94,"$20,995",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, NAD+, GHK-Cu, BPC-157, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $20,995 | Batch: Batch 7 | Quality Score: 94",Batch 7
,,info@chronosbhw.com,(504) 500-0000,MD-Supervised,Chronos Body Health & Wellness - Expansion,New Orleans,LA,United States,https://chronosbhw.com,Not found,Other,Lead,New,Tier 1,85,"$16,124",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, IV Therapy | Certifications: Physician-supervised | Est. Monthly Volume: $16,124 | Batch: Batch 7 | Quality Score: 85",Batch 7
Patrick,Lucaci,785medspa@gmail.com,(785) 300-0000,"D.D.S., M.D.",785 Med Spa - Expansion,Topeka,KS,United States,https://785medspa.com,Not found,Other,Lead,New,Tier 1,85,"$21,392",Jan 2026,"Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Glow Peptide Therapy, Morpheus8, Botox, Body Contouring | Certifications: D.D.S., M.D., ABOMS, ACLS, PALS | Est. Monthly Volume: $21,392 | Batch: Batch 7 | Quality Score: 85",Batch 7
