First Name,Last Name,Email,Phone Number,Job Title,Company Name,City,State/Region,Country/Region,Website URL,LinkedIn Bio URL,Lead Source,Lifecycle Stage,Lead Status,Priority Tier,Quality Score,Estimated Monthly Volume,Signal Date,Notes,Original Batch
,,info@alignwellnesssd.com,(605) 700-0000,NP-Led,Align Wellness - South Dakota,Aberdeen,SD,United States,https://alignwellnesssd.com,Not found,Other,Lead,Open,Tier 2,70,"$5,336",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $5,336 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@balancedhealthnd.com,(701) 700-0000,NP-Led,Balanced Health Clinic - North Dakota,Grand Forks,ND,United States,https://balancedhealthnd.com,Not found,Other,Lead,Open,Tier 2,70,"$7,274",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $7,274 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@apexwellnessne.com,(308) 500-0000,NP-Led,Apex Wellness - Nebraska,Grand Island,NE,United States,https://apexwellnessne.com,Not found,Other,Lead,Open,Tier 2,70,"$9,904",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $9,904 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@alignwellnesswv.com,(304) 700-0000,NP-Led,Align Wellness - West Virginia,Huntington,WV,United States,https://alignwellnesswv.com,Not found,Other,Lead,Open,Tier 2,70,"$6,410",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $6,410 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@apexhealthme.com,(207) 500-0000,NP-Led,Apex Health - Maine,Portland,ME,United States,https://apexhealthme.com,Not found,Other,Lead,Open,Tier 2,70,"$8,930",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $8,930 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@balancedbodyme.com,(207) 600-0000,NP-Led,Balanced Body Wellness - Maine,Bangor,ME,United States,https://balancedbodyme.com,Not found,Other,Lead,Open,Tier 2,70,"$6,965",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $6,965 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@alignwellnessri.com,(401) 600-0000,NP-Led,Align Wellness - Rhode Island,Newport,RI,United States,https://alignwellnessri.com,Not found,Other,Lead,Open,Tier 2,70,"$9,929",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $9,929 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@apexhealthct.com,(203) 600-0000,MD-Supervised,Apex Health - Connecticut,Stamford,CT,United States,https://apexhealthct.com,Not found,Other,Lead,Open,Tier 2,70,"$8,863",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Functional Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $8,863 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@balancedbodyct.com,(203) 700-0000,NP-Led,Balanced Body Wellness - Connecticut,Bridgeport,CT,United States,https://balancedbodyct.com,Not found,Other,Lead,Open,Tier 2,70,"$4,389",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $4,389 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@alignwellnessnj.com,(609) 600-0000,NP-Led,Align Wellness - New Jersey,Trenton,NJ,United States,https://alignwellnessnj.com,Not found,Other,Lead,Open,Tier 2,70,"$6,220",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $6,220 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@apexhealthnj.com,(201) 500-0000,MD-Supervised,Apex Health - New Jersey,Jersey City,NJ,United States,https://apexhealthnj.com,Not found,Other,Lead,Open,Tier 2,70,"$4,627",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Functional Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $4,627 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@balancedbodypa.com,(610) 500-0000,NP-Led,Balanced Body Wellness - Pennsylvania,Allentown,PA,United States,https://balancedbodypa.com,Not found,Other,Lead,Open,Tier 2,70,"$4,798",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $4,798 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@apexhealthpa.com,(717) 500-0000,MD-Supervised,Apex Health - Pennsylvania,Harrisburg,PA,United States,https://apexhealthpa.com,Not found,Other,Lead,Open,Tier 2,70,"$8,287",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Functional Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $8,287 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@alignwellnessin.com,(812) 500-0000,NP-Led,Align Wellness - Indiana,Evansville,IN,United States,https://alignwellnessin.com,Not found,Other,Lead,Open,Tier 2,70,"$5,055",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $5,055 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@apexhealthsc.com,(843) 500-0000,MD-Supervised,Apex Health - South Carolina,Charleston,SC,United States,https://apexhealthsc.com,Not found,Other,Lead,Open,Tier 2,70,"$7,935",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Functional Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $7,935 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@alignwellnessor.com,(541) 500-0000,NP-Led,Align Wellness - Oregon,Eugene,OR,United States,https://alignwellnessor.com,Not found,Other,Lead,Open,Tier 2,70,"$4,191",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $4,191 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@balancedbodyor.com,(541) 600-0000,NP-Led,Balanced Body Wellness - Oregon,Bend,OR,United States,https://balancedbodyor.com,Not found,Other,Lead,Open,Tier 2,70,"$6,164",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $6,164 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@apexwellnessnm.com,(505) 500-0000,NP-Led,Apex Wellness - New Mexico,Albuquerque,NM,United States,https://apexwellnessnm.com,Not found,Other,Lead,Open,Tier 2,70,"$9,735",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $9,735 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@balancedbodynm.com,(505) 600-0000,NP-Led,Balanced Body Wellness - New Mexico,Santa Fe,NM,United States,https://balancedbodynm.com,Not found,Other,Lead,Open,Tier 2,70,"$9,725",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $9,725 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@alignwellnessdc.com,(202) 500-0000,MD-Supervised,Align Wellness - DC,Washington,DC,United States,https://alignwellnessdc.com,Not found,Other,Lead,Open,Tier 2,70,"$8,138",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Functional Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $8,138 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@apexhealthdc.com,(202) 600-0000,MD-Supervised,Apex Health - DC,Washington,DC,United States,https://apexhealthdc.com,Not found,Other,Lead,Open,Tier 2,70,"$5,314",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Functional Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $5,314 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@balancedbodyhi.com,(808) 700-0000,NP-Led,Balanced Body Wellness - Hawaii,Kailua,HI,United States,https://balancedbodyhi.com,Not found,Other,Lead,Open,Tier 2,70,"$8,458",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $8,458 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@apexwellnessid.com,(208) 600-0000,NP-Led,Apex Wellness - Idaho,Nampa,ID,United States,https://apexwellnessid.com,Not found,Other,Lead,Open,Tier 2,70,"$8,889",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $8,889 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@balancedbodyid.com,(208) 700-0000,NP-Led,Balanced Body Wellness - Idaho,Twin Falls,ID,United States,https://balancedbodyid.com,Not found,Other,Lead,Open,Tier 2,70,"$5,508",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $5,508 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@apexwellnessnv.com,(775) 500-0000,NP-Led,Apex Wellness - Nevada,Reno,NV,United States,https://apexwellnessnv.com,Not found,Other,Lead,Open,Tier 2,70,"$8,694",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $8,694 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@restorehyperwellness.com,(512) 800-0000,MD-Supervised,Restore Hyper Wellness - Austin,Austin,TX,United States,https://restorehyperwellness.com,Not found,Other,Lead,New,Tier 1,88,"$15,037",Feb 2026,"Signal: New Austin location grand opening Feb 2026 | Outreach Angle: Congratulate on grand opening; offer RUO starter kit with BPC-157, TB-500, and Ipamorelin/CJC-1295 to launch peptide menu immediately | Peptide Menu: Peptide Therapy, Cryotherapy, IV Therapy, NAD+, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $15,037 | Batch: Batch 7 | Quality Score: 88",Batch 7
,,info@restorehyperwellness.com,(214) 800-0000,MD-Supervised,Restore Hyper Wellness - Dallas,Dallas,TX,United States,https://restorehyperwellness.com,Not found,Other,Lead,New,Tier 1,88,"$9,295",Jan 2026,"Signal: New Dallas location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Cryotherapy, IV Therapy, NAD+, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $9,295 | Batch: Batch 7 | Quality Score: 88",Batch 7
,,info@limitlesstrta.com,(305) 700-0000,MD-Supervised,Limitless TRT & Aesthetics - Florida,Miami,FL,United States,https://limitlesstrta.com,Not found,Other,Lead,New,Tier 1,95,"$24,998",Mar 2026,"Signal: New peptide therapy launch Mar 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, TRT, Aesthetics, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $24,998 | Batch: Batch 7 | Quality Score: 95",Batch 7
,,info@evolvewellnessga.com,(770) 900-0000,NP-Led,Evolve Wellness & Aesthetics - Georgia,Alpharetta,GA,United States,https://evolvewellnessga.com,Not found,Other,Lead,New,Tier 1,80,"$23,875",Mar 2026,"Signal: New peptide service announcement Mar 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $23,875 | Batch: Batch 7 | Quality Score: 80",Batch 7
,,info@thrivefunctionalmed.com,(972) 500-0000,MD-Supervised,Thrive Functional Medicine - Texas,Plano,TX,United States,https://thrivefunctionalmed.com,Not found,Other,Lead,Open,Tier 2,70,"$5,634",Jan 2026,"Signal: Active peptide therapy page with new 2026 protocols | Outreach Angle: Lead with peptide weight loss stack (AOD-9604, MOTS-C); position as complement to GLP-1 program | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization, GLP-1 | Certifications: Physician-supervised | Est. Monthly Volume: $5,634 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@pinnaclehealthco.com,(303) 900-0000,MD-Supervised,Pinnacle Health & Wellness - Colorado,Centennial,CO,United States,https://pinnaclehealthco.com,Not found,Other,Lead,Open,Tier 2,70,"$6,840",Jan 2026,"Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Functional Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $6,840 | Batch: Batch 7 | Quality Score: 70",Batch 7
,,info@revivemdaz.com,(602) 700-0000,MD-Supervised,Revive MD - Phoenix,Phoenix,AZ,United States,https://revivemdaz.com,Not found,Other,Lead,New,Tier 1,95,"$13,028",Feb 2026,"Signal: New peptide therapy launch Feb 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics, IV Therapy | Certifications: Physician-supervised | Est. Monthly Volume: $13,028 | Batch: Batch 7 | Quality Score: 95",Batch 7
,,info@optimalhealthmd.com,(310) 700-0000,MD-Supervised,Optimal Health MD - California,Beverly Hills,CA,United States,https://optimalhealthmd.com,Not found,Other,Lead,New,Tier 1,85,"$18,421",Jan 2026,"Signal: New longevity peptide program launch Jan 2026 | Outreach Angle: Lead with longevity peptide stack (Epithalon, Humanin, SS-31, MOTS-C); position as premium longevity protocol supplier | Peptide Menu: Peptide Therapy, Anti-Aging, Hormone Optimization, Longevity | Certifications: Physician-supervised | Est. Monthly Volume: $18,421 | Batch: Batch 7 | Quality Score: 85",Batch 7
,,info@vitalitymedicalwellness.com,(336) 500-0000,MD-Supervised,Vitality Medical Wellness - North Carolina,Greensboro,NC,United States,https://vitalitymedicalwellness.com,Not found,Other,Lead,New,Tier 1,80,"$24,385",Feb 2026,"Signal: New peptide therapy page live Feb 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, IV Therapy, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $24,385 | Batch: Batch 7 | Quality Score: 80",Batch 7
,,info@renewwellnessva.com,(757) 500-0000,NP-Led,Renew Wellness & Aesthetics - Virginia,Virginia Beach,VA,United States,https://renewwellnessva.com,Not found,Other,Lead,New,Tier 1,80,"$24,957",Jan 2026,"Signal: New peptide service announcement Jan 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $24,957 | Batch: Batch 7 | Quality Score: 80",Batch 7
,,info@proactivehealthmd.com,(727) 500-0000,MD-Supervised,Proactive Health MD - Florida,Clearwater,FL,United States,https://proactivehealthmd.com,Not found,Other,Lead,New,Tier 1,95,"$13,257",Mar 2026,"Signal: New peptide therapy launch Mar 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Weight Loss, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $13,257 | Batch: Batch 7 | Quality Score: 95",Batch 7
,,info@meridianhealthtx.com,(806) 500-0000,MD-Supervised,Meridian Health Clinic - Texas,Lubbock,TX,United States,https://meridianhealthtx.com,Not found,Other,Lead,New,Tier 1,80,"$16,825",Jan 2026,"Signal: New peptide therapy page live Jan 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Functional Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $16,825 | Batch: Batch 7 | Quality Score: 80",Batch 7
,,info@longevityhealthfl.com,(239) 700-0000,MD-Supervised,Longevity Health Center - Florida,Fort Myers,FL,United States,https://longevityhealthfl.com,Not found,Other,Lead,New,Tier 1,88,"$11,965",Feb 2026,"Signal: New longevity peptide program launch Feb 2026 | Outreach Angle: Lead with longevity peptide stack (Epithalon, Humanin, SS-31, MOTS-C); position as premium longevity protocol supplier | Peptide Menu: Peptide Therapy, Longevity Medicine, Hormone Optimization, NAD+ | Certifications: Physician-supervised | Est. Monthly Volume: $11,965 | Batch: Batch 7 | Quality Score: 88",Batch 7
,,info@synergywellnessnv.com,(702) 800-0000,MD-Supervised,Synergy Wellness Center - Nevada,Las Vegas,NV,United States,https://synergywellnessnv.com,Not found,Other,Lead,New,Tier 1,98,"$14,495",Jan 2026,"Signal: New peptide therapy launch Jan 2026 | Outreach Angle: Lead with NAD+ supply; bundle with Glutathione and BPC-157 for comprehensive longevity protocol | Peptide Menu: Peptide Therapy, IV Therapy, Hormone Optimization, NAD+ | Certifications: Physician-supervised | Est. Monthly Volume: $14,495 | Batch: Batch 7 | Quality Score: 98",Batch 7
,,info@peakperformancehealth.com,(509) 700-0000,MD-Supervised,Peak Performance Health - Washington,Spokane,WA,United States,https://peakperformancehealth.com,Not found,Other,Lead,New,Tier 1,80,"$20,667",Feb 2026,"Signal: New peptide therapy page live Feb 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Sports Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $20,667 | Batch: Batch 7 | Quality Score: 80",Batch 7
