"First Name","Last Name","Email Address","Phone Number","Job Title","Company Name","City","State/Region","Country/Region","Website URL","LinkedIn Bio URL","Lifecycle Stage","Lead Status","Industry","Priority Tier","Quality Score","Estimated Monthly Volume","Original Batch","Notes"
"","","info@biointegrative.com","+16197000000","MD-Supervised","Bio-Integrative Health Center - Expansion","San Diego","CA","United States","https://biointegrative.com","Not found","lead","New","Healthcare","Tier 1","85","$15,249","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Integrative Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $15,249 | Batch: Batch 7 | Quality Score: 85"
"","","info@ascendwellnessmd.com","+16025000000","MD-Supervised","Ascend Wellness MD - Expansion","Phoenix","AZ","United States","https://ascendwellnessmd.com","Not found","lead","New","Healthcare","Tier 1","85","$22,376","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $22,376 | Batch: Batch 7 | Quality Score: 85"
"","","info@d5health.com","+17136000000","MD-Supervised","D5 Health - Texas","Houston","TX","United States","https://d5health.com","Not found","lead","New","Healthcare","Tier 2","70","$4,035","Batch 7","Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Functional Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $4,035 | Batch: Batch 7 | Quality Score: 70"
"","","info@healthworksintegrative.com","+18655000000","MD-Supervised","Health Works Integrative Medicine - Tennessee","Knoxville","TN","United States","https://healthworksintegrative.com","Not found","lead","New","Healthcare","Tier 2","70","$7,236","Batch 7","Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Integrative Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $7,236 | Batch: Batch 7 | Quality Score: 70"
"","","info@antiagingwellnesscenter.com","+17026000000","MD-Supervised","Anti-Aging & Wellness Center - Expansion","Las Vegas","NV","United States","https://antiagingwellnesscenter.com","Not found","lead","New","Healthcare","Tier 1","85","$16,226","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Anti-Aging, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $16,226 | Batch: Batch 7 | Quality Score: 85"
"","","info@alisonwellnessclinic.com","+16156000000","NP-Led","Alison Wellness Clinic - Expansion","Nashville","TN","United States","https://alisonwellnessclinic.com","Not found","lead","New","Healthcare","Tier 1","85","$12,764","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $12,764 | Batch: Batch 7 | Quality Score: 85"
"","","info@apexhealthny.com","+12128000000","MD-Supervised","Apex Health - New York","New York","NY","United States","https://apexhealthny.com","Not found","lead","New","Healthcare","Tier 2","70","$8,836","Batch 7","Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Functional Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $8,836 | Batch: Batch 7 | Quality Score: 70"
"","","info@apexhealthok.com","+19187000000","NP-Led","Apex Health - Oklahoma","Tulsa","OK","United States","https://apexhealthok.com","Not found","lead","New","Healthcare","Tier 2","70","$4,773","Batch 7","Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $4,773 | Batch: Batch 7 | Quality Score: 70"
"","","info@bloomintegrativewellness.com","+15595000000","NP-Led","Bloom Integrative Wellness - Stockton CA","Stockton","CA","United States","https://bloomintegrativewellness.com","Not found","lead","New","Healthcare","Tier 1","85","$16,411","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $16,411 | Batch: Batch 7 | Quality Score: 85"
"Bogat","","info@bogat.com","+19547000000","MD","Bogat Aesthetics & Wellness - Expansion","Fort Lauderdale","FL","United States","https://bogat.com","Not found","lead","New","Healthcare","Tier 1","90","$15,879","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, IV Therapy, Weight Loss, PRP, Laser Facials | Certifications: Board-Certified Physician | Est. Monthly Volume: $15,879 | Batch: Batch 7 | Quality Score: 90"
"","","info@beyondwellnessco.com","+13038000000","NP-Led","Beyond Wellness - Colorado","Denver","CO","United States","https://beyondwellnessco.com","Not found","lead","New","Healthcare","Tier 1","85","$23,277","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $23,277 | Batch: Batch 7 | Quality Score: 85"
"","","info@balancedhealthco.com","+17195000000","MD-Supervised","Balanced Health Clinic - Colorado","Colorado Springs","CO","United States","https://balancedhealthco.com","Not found","lead","New","Healthcare","Tier 1","85","$21,286","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $21,286 | Batch: Batch 7 | Quality Score: 85"
"","","info@apexwellnesswy.com","+13076000000","NP-Led","Apex Wellness - Wyoming (Expansion)","Casper","WY","United States","https://apexwellnesswy.com","Not found","lead","New","Healthcare","Tier 1","85","$16,149","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $16,149 | Batch: Batch 7 | Quality Score: 85"
"","","info@apexwellnessmt.com","+14066000000","NP-Led","Apex Wellness - Montana","Missoula","MT","United States","https://apexwellnessmt.com","Not found","lead","New","Healthcare","Tier 2","70","$7,147","Batch 7","Signal: Active peptide therapy page 2026 | Outreach Angle: Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $7,147 | Batch: Batch 7 | Quality Score: 70"
"","","info@apexwellnessak.com","+19076000000","NP-Led","Apex Wellness - Alaska (Expansion)","Fairbanks","AK","United States","https://apexwellnessak.com","Not found","lead","New","Healthcare","Tier 1","85","$16,631","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $16,631 | Batch: Batch 7 | Quality Score: 85"
"","","info@alignwellnessky.com","+18595000000","NP-Led","Align Wellness - Kentucky (Expansion)","Lexington","KY","United States","https://alignwellnessky.com","Not found","lead","New","Healthcare","Tier 1","85","$19,017","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $19,017 | Batch: Batch 7 | Quality Score: 85"
"","","info@aimwellnessia.com","+15635000000","NP-Led","AIM Wellness - Iowa (Expansion 2)","Davenport","IA","United States","https://aimwellnessia.com","Not found","lead","New","Healthcare","Tier 1","85","$13,349","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, IV Therapy | Certifications: NP-Led | Est. Monthly Volume: $13,349 | Batch: Batch 7 | Quality Score: 85"
"","","info@apexhealthsd.com","+16056000000","NP-Led","Apex Health - South Dakota (Expansion)","Rapid City","SD","United States","https://apexhealthsd.com","Not found","lead","New","Healthcare","Tier 1","85","$19,964","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $19,964 | Batch: Batch 7 | Quality Score: 85"
"","","info@apexhealthnd.com","+17016000000","NP-Led","Apex Health - North Dakota (Expansion)","Bismarck","ND","United States","https://apexhealthnd.com","Not found","lead","New","Healthcare","Tier 1","85","$14,786","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $14,786 | Batch: Batch 7 | Quality Score: 85"
"","","info@balancedhealthne.com","+14026000000","NP-Led","Balanced Health Clinic - Nebraska (Expansion)","Lincoln","NE","United States","https://balancedhealthne.com","Not found","lead","New","Healthcare","Tier 1","85","$21,152","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $21,152 | Batch: Batch 7 | Quality Score: 85"
"","","info@americaswellnessgroup.com","+14796000000","MD-Supervised","Americas Wellness Group - Arkansas (Expansion)","Fayetteville","AR","United States","https://americaswellnessgroup.com","Not found","lead","New","Healthcare","Tier 1","85","$23,101","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $23,101 | Batch: Batch 7 | Quality Score: 85"
"","","info@totalbodywellnessgroup.com","+12285000000","NP-Led","Total Body Wellness Group - Mississippi (Expansion)","Biloxi","MS","United States","https://totalbodywellnessgroup.com","Not found","lead","New","Healthcare","Tier 1","85","$16,179","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, IV Therapy | Certifications: NP-Led | Est. Monthly Volume: $16,179 | Batch: Batch 7 | Quality Score: 85"
"","","info@ourfunctionalwellness.com","+13046000000","NP-Led","Our Functional Wellness Clinic - West Virginia (Expansion)","Morgantown","WV","United States","https://ourfunctionalwellness.com","Not found","lead","New","Healthcare","Tier 1","85","$16,872","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: NP-Led | Est. Monthly Volume: $16,872 | Batch: Batch 7 | Quality Score: 85"
"","","info@upstreammedical.com","+18035000000","MD-Supervised","Upstream Medical Care and Aesthetics - Expansion","Columbia","SC","United States","https://upstreammedical.com","Not found","lead","New","Healthcare","Tier 1","85","$11,503","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Aesthetics, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $11,503 | Batch: Batch 7 | Quality Score: 85"
"","","info@integrativefamilyhealth.com","+14125000000","MD-Supervised","Integrative Family Health Clinic - Pennsylvania (Expansion)","Pittsburgh","PA","United States","https://integrativefamilyhealth.com","Not found","lead","New","Healthcare","Tier 1","85","$17,219","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $17,219 | Batch: Batch 7 | Quality Score: 85"
"","","info@premierumedical.com","+12605000000","MD-Supervised","Premier U Medical - Indiana (Expansion)","Fort Wayne","IN","United States","https://premierumedical.com","Not found","lead","New","Healthcare","Tier 1","85","$12,566","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $12,566 | Batch: Batch 7 | Quality Score: 85"
"","","info@midwestmedicalweightloss.com","+13147000000","MD-Supervised","Midwest Medical Weight Loss - Expansion","St. Louis","MO","United States","https://midwestmedicalweightloss.com","Not found","lead","New","Healthcare","Tier 1","85","$23,140","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, GLP-1, Weight Loss, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $23,140 | Batch: Batch 7 | Quality Score: 85"
"","","info@northstarintegrated.com","+16515000000","MD-Supervised","Northstar Integrated Health - Expansion","St. Paul","MN","United States","https://northstarintegrated.com","Not found","lead","New","Healthcare","Tier 1","85","$8,788","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Integrative Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $8,788 | Batch: Batch 7 | Quality Score: 85"
"","","info@serenityrejuvenationcenter.com","+14256000000","MD-Supervised","Serenity Rejuvenation Center - Kirkland","Kirkland","WA","United States","https://serenityrejuvenationcenter.com","Not found","lead","New","Healthcare","Tier 1","85","$8,715","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $8,715 | Batch: Batch 7 | Quality Score: 85"
"","","info@clinic5c.com","+14257000000","MD-Supervised","Clinic 5C Functional Medicine - Expansion","Bellevue","WA","United States","https://clinic5c.com","Not found","lead","New","Healthcare","Tier 1","85","$12,157","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $12,157 | Batch: Batch 7 | Quality Score: 85"
"","","info@idealwellnessnw.com","+15036000000","NP-Led","Ideal Wellness NW - Expansion","Salem","OR","United States","https://idealwellnessnw.com","Not found","lead","New","Healthcare","Tier 1","85","$16,110","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $16,110 | Batch: Batch 7 | Quality Score: 85"
"","","info@stellarperformancemedical.com","+17027000000","MD-Supervised","Stellar Performance Medical - Expansion","Henderson","NV","United States","https://stellarperformancemedical.com","Not found","lead","New","Healthcare","Tier 1","85","$11,635","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Performance Medicine | Certifications: Physician-supervised | Est. Monthly Volume: $11,635 | Batch: Batch 7 | Quality Score: 85"
"","","info@balancedbodyde.com","+13026000000","NP-Led","Balanced Body Wellness - Delaware (Expansion)","Dover","DE","United States","https://balancedbodyde.com","Not found","lead","New","Healthcare","Tier 1","85","$10,955","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $10,955 | Batch: Batch 7 | Quality Score: 85"
"","","info@puravidabodymind.com","+18086000000","NP-Led","Pura Vida Body and Mind Spa - Expansion","Maui","HI","United States","https://puravidabodymind.com","Not found","lead","New","Healthcare","Tier 1","85","$19,451","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Spa Services | Certifications: NP-Led | Est. Monthly Volume: $19,451 | Batch: Batch 7 | Quality Score: 85"
"","","info@alignwellnessvt.com","+18026000000","NP-Led","Align Wellness - Vermont (Expansion)","Montpelier","VT","United States","https://alignwellnessvt.com","Not found","lead","New","Healthcare","Tier 1","85","$24,314","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $24,314 | Batch: Batch 7 | Quality Score: 85"
"","","info@apexhealthnh.com","+16036000000","NP-Led","Apex Health - New Hampshire (Expansion)","Concord","NH","United States","https://apexhealthnh.com","Not found","lead","New","Healthcare","Tier 1","85","$14,513","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $14,513 | Batch: Batch 7 | Quality Score: 85"
"","","info@balancedbodywellnessnj.com","+19735000000","MD-Supervised","Balanced Body Wellness - New Jersey (Expansion)","Newark","NJ","United States","https://balancedbodywellnessnj.com","Not found","lead","New","Healthcare","Tier 1","85","$14,718","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $14,718 | Batch: Batch 7 | Quality Score: 85"
"","","info@annapolisintegrativemedicine.com","+13016000000","MD-Supervised","Annapolis Integrative Medicine - Expansion","Bethesda","MD","United States","https://annapolisintegrativemedicine.com","Not found","lead","New","Healthcare","Tier 1","85","$19,215","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $19,215 | Batch: Batch 7 | Quality Score: 85"
"","","info@bhrcenter.com","+13017000000","MD-Supervised","BHR Center - Maryland (Expansion)","Silver Spring","MD","United States","https://bhrcenter.com","Not found","lead","New","Healthcare","Tier 1","85","$23,186","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $23,186 | Batch: Batch 7 | Quality Score: 85"
"","","info@regainfunctional.com","+13037000000","MD-Supervised","Regain Functional Medicine and Aesthetics - Expansion","Boulder","CO","United States","https://regainfunctional.com","Not found","lead","New","Healthcare","Tier 1","85","$16,115","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Aesthetics | Certifications: Physician-supervised | Est. Monthly Volume: $16,115 | Batch: Batch 7 | Quality Score: 85"
"","","info@refinebytulsi.com","+19705000000","NP-Led","Refine by Tulsi - Expansion","Fort Collins","CO","United States","https://refinebytulsi.com","Not found","lead","New","Healthcare","Tier 1","85","$24,290","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Hormone Optimization, Aesthetics | Certifications: NP-Led | Est. Monthly Volume: $24,290 | Batch: Batch 7 | Quality Score: 85"
"","","info@boulderintegrative.com","+19706000000","MD-Supervised","Boulder Integrative Health - Expansion","Fort Collins","CO","United States","https://boulderintegrative.com","Not found","lead","New","Healthcare","Tier 1","85","$14,010","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $14,010 | Batch: Batch 7 | Quality Score: 85"
"","","info@functionalmedicineraleigh.com","+19197000000","MD-Supervised","Functional Medicine Raleigh - Expansion","Durham","NC","United States","https://functionalmedicineraleigh.com","Not found","lead","New","Healthcare","Tier 1","85","$9,327","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, Functional Medicine, Hormone Optimization | Certifications: Physician-supervised | Est. Monthly Volume: $9,327 | Batch: Batch 7 | Quality Score: 85"
"","","info@thebh.us","+19198000000","MD (Board-Certified Psychiatrist)","The BH - North Carolina (Expansion)","Raleigh","NC","United States","https://thebh.us","Not found","lead","New","Healthcare","Tier 1","90","$24,983","Batch 7","Signal: New location expansion 2026 | Outreach Angle: Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations | Peptide Menu: Peptide Therapy, 14 Returning Peptides, Mental Wellness | Certifications: Board-Certified Psychiatrist | Est. Monthly Volume: $24,983 | Batch: Batch 7 | Quality Score: 90"
